,trans_0,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,trans_7,trans_8,trans_9,trans_10,trans_11,trans_12,trans_13,trans_14,trans_15,trans_16,trans_17,trans_18,trans_19,trans_20,trans_21,trans_22,trans_23,trans_24,trans_25,trans_26,trans_27,trans_28,trans_29,trans_30,trans_31
2011-06-21,-0.42682564,-0.55931044,-0.09812327,-0.34620875,0.5105736,-0.4643101,-0.031679668,-0.4297824,0.5103502,0.7366054,-0.3196687,0.46997684,-0.6260295,-0.5091912,-0.74578613,0.81223285,0.0038219169,-1.2304842,-0.05028014,-0.19819638,0.48375672,0.0641264,0.79928505,0.040112212,0.5321181,-0.7243972,-0.33621514,0.21013798,0.13345738,-0.4570773,-0.34593108,-0.28417876
2011-06-22,-0.7685678,-0.7198108,0.08895421,-0.3840731,0.2705133,-0.14527541,-0.2005442,-0.4262502,0.7705171,0.64618677,-0.23993173,0.18034226,-0.4365642,-0.42876032,-0.8110805,0.98073983,0.5366754,-0.8072447,-0.20427257,-0.13487308,0.39571518,0.1415838,0.7342347,-0.032929055,0.45541096,-0.6744683,-0.44188863,0.31946242,0.16902557,-0.66102207,-0.5737855,-0.8762845
2011-06-23,-0.8998147,-0.5826108,0.064288035,-0.41526642,0.25971165,-0.3270855,-0.43282604,-0.42336187,0.46896333,0.58568436,-0.10649077,0.21720108,-0.38047332,-0.5067267,-1.0069772,1.2317878,0.18310975,-1.0115919,-0.006607212,-0.20248097,0.34166896,0.10157275,0.6978554,0.103665546,0.5373672,-0.4444044,-0.39360732,0.13917537,0.22240633,-0.7151785,-0.6533073,-0.71610975
2011-06-24,-0.4934696,-0.80005103,0.0943618,-0.3983357,0.2983709,-0.6236782,-0.07718231,-0.42743874,0.601367,0.5884118,-0.27236363,0.41080296,-0.57405686,-0.55139756,-0.5662187,0.9021257,0.42103654,-0.83989376,-0.15676793,-0.08274922,0.3314774,0.24269752,0.7624252,-0.22546346,0.51647574,-0.81190014,-0.41243044,0.44243056,0.0671965,-0.5080084,-0.16158377,-0.797189
2011-06-27,-0.1805727,-0.8133452,0.041334182,-0.2681235,0.49333063,-0.667016,0.07047099,-0.45644367,0.5567975,0.61169386,-0.22922021,0.4026811,-0.72213864,-0.45514074,-0.59229386,0.7199241,0.08611466,-1.1936766,-0.17600971,-0.09546873,0.5345418,0.06628739,0.78870744,-0.19757082,0.54799265,-0.9410781,-0.35232374,0.4612012,0.19764872,-0.47583795,-0.06349629,-0.47493863
2011-06-28,-0.30868348,-0.6679191,-0.28790972,-0.043672804,0.36410123,-0.60497546,0.38540938,-0.33805615,0.5852427,0.6136446,-0.33264336,0.24422736,-0.5976883,-0.34210435,-0.7479191,0.7537794,-0.1828617,-1.3300499,-0.048837602,-0.31500664,0.4827808,-0.12676542,0.6250087,0.065207094,0.6180616,-0.91953427,-0.28785467,0.3676847,0.115099795,-0.2957675,-0.22867614,-0.18335792
2011-06-29,-1.005181,-0.6734109,-0.27636448,0.049646735,0.28314635,-0.25822806,0.069990486,-0.2693061,0.643404,0.595818,-0.2798807,-0.17050488,-0.41602695,-0.13659725,-1.1467582,1.0816888,0.0825622,-1.1049105,-0.12209582,-0.24710408,0.7115889,-0.09347637,0.577329,0.3312016,0.787478,-0.6367591,-0.543337,0.2110381,0.3315394,-0.51713663,-0.7593733,-0.32712227
2011-06-30,-0.9572918,-0.710208,-0.29404235,0.12018557,0.1621838,-0.28467977,-0.004569091,-0.20055752,0.4124682,0.5630489,-0.28524998,-0.35930622,-0.19023907,-0.10801987,-1.0306622,1.4330573,0.05450452,-0.9460205,-0.30503064,-0.19505042,0.6706459,0.0655889,0.48061544,0.2537338,0.6472969,-0.44860843,-0.65293026,-0.0020266175,0.17017823,-0.46072242,-0.62415636,-0.42693537
2011-07-01,-0.84567535,-0.7205266,-0.4445868,0.29628846,0.17140572,-0.61132604,0.0031504333,-0.42831516,0.43765736,0.61619025,-0.21839553,0.010862477,-0.277865,-0.26799643,-0.86545175,1.3047982,0.1068542,-0.8263056,-0.2908963,-0.22090462,0.71727175,-0.119471654,0.33838826,0.38338435,0.47065568,-0.4674274,-0.58233964,-0.037693862,0.15865476,-0.16713528,-0.5830592,-0.4542203
2011-07-05,-1.0081961,-0.8930114,-0.12476462,0.24093074,0.114252545,-0.3657279,-0.076793775,-0.31734064,0.6274548,0.56162226,-0.071285725,-0.05881071,-0.274877,-0.22971892,-0.8796876,1.367706,0.2105898,-0.683613,-0.30578887,-0.15206674,0.76451355,-0.057789497,0.50319237,0.29985213,0.5232492,-0.583612,-0.61183476,0.1748055,0.29783243,-0.38018665,-0.6409925,-0.6288682
2011-07-06,-0.8081252,-0.9582342,-0.048657052,0.42411184,0.052657265,-0.49061614,-0.042791404,-0.37948146,0.44880038,0.46791646,-0.0834375,-0.11522922,-0.16110131,-0.18903677,-0.7426474,1.4245268,0.10225595,-0.73970836,-0.48579332,-0.21020558,0.83409995,0.0031902902,0.37295452,0.3001871,0.4775795,-0.65005815,-0.52860093,0.1144281,0.2871538,-0.23494163,-0.51241845,-0.5676596
2011-07-07,-0.8072956,-0.8411729,-0.33574623,0.7265677,0.0950965,-0.7937903,0.009885617,-0.40196887,0.3426668,0.5181279,-0.18777534,-0.0074435696,-0.053898465,-0.18037859,-0.6830922,1.4559753,-0.15112321,-0.77318245,-0.42904183,-0.3117373,0.93265283,-0.054984495,0.13116476,0.55204827,0.4489335,-0.5190315,-0.43321323,-0.1303606,0.2312231,0.06564515,-0.5909941,-0.19273226
2011-07-08,-0.75354356,-0.9480361,-0.11657034,0.73487765,0.053509932,-0.74084795,0.08246127,-0.51721174,0.3313373,0.4290543,-0.28568706,-0.022333555,0.022122957,-0.21026488,-0.5590463,1.3030258,0.19365448,-0.6999446,-0.6948612,-0.3750909,0.99780273,0.08769181,0.011979453,0.51604766,0.36967915,-0.7325698,-0.3278857,-0.12114709,0.20374393,0.17912607,-0.5423253,-0.40413693
2011-07-11,-0.5999482,-0.8812925,0.13112143,0.58680046,0.23062491,-1.0539786,-0.16179353,-0.5595182,-0.011338398,0.51637566,-0.64082366,0.23564221,0.16129696,-0.55408627,-0.09312379,1.2724072,0.22625631,-0.6878993,-0.7532599,-0.42494032,0.82606107,0.53816605,0.10380673,0.33363283,0.20858395,-0.6336975,-0.1868728,-0.34656215,-0.118098855,0.30647328,-0.22343883,-0.4319412
2011-07-12,-0.55022174,-1.0404462,0.7145006,0.56656295,0.421122,-0.993563,-0.42615733,-0.5124312,0.13890535,0.42063087,-0.37962034,0.34152704,-0.07316348,-0.72420555,-0.001840651,1.0526041,-0.022748157,-0.8902733,-0.53861177,-0.27548257,0.90727234,0.4899291,0.53494567,0.1802661,0.45265847,-0.6701678,-0.05293207,-0.093200594,0.033408143,-0.051305458,-0.13619427,-0.45012358
2011-07-13,-0.34474003,-1.0797514,0.6407497,0.7730137,0.3851599,-1.1524178,-0.3220217,-0.49269754,0.2817092,0.3683901,-0.26320454,0.50661474,-0.044249725,-0.75678915,0.025492601,0.83385,-0.18993174,-0.94099593,-0.4774134,-0.39362213,0.96015024,0.26373678,0.4234786,0.34813988,0.42997545,-0.6893171,0.1963748,-0.1945135,0.090557344,0.20723101,-0.17442568,-0.19502147
2011-07-14,-0.5322064,-0.9221895,0.6782169,0.63267326,0.40028208,-1.092253,-0.55538744,-0.4803341,0.16880485,0.34115213,-0.48452416,0.56893194,0.05542712,-0.8843458,0.021739118,0.8109635,-0.015051708,-0.8281551,-0.53697014,-0.4227976,0.7835395,0.3593187,0.4401301,0.27004063,0.30892053,-0.47040763,0.18699412,-0.2663169,-0.019665757,0.21117577,-0.26660857,-0.40269652
2011-07-15,-0.42823154,-0.9653966,0.66118026,0.7863895,0.37566942,-0.90172946,-0.34283412,-0.2671869,0.39107534,0.31949392,-0.42160657,0.50691974,0.09476578,-0.7739368,-0.0067655295,0.6244141,-0.3599931,-0.9773717,-0.42499962,-0.49777278,0.7962224,0.061358508,0.49905622,0.33770353,0.37814772,-0.5500247,0.38936323,-0.16702335,0.0382275,0.25916913,-0.34066728,-0.15163788
2011-07-18,-0.55931336,-1.0147144,0.57155687,0.55728066,0.077541314,-1.3372003,-0.55114985,-0.3406775,0.3634487,0.3633795,-0.348501,0.5526435,0.09680024,-0.99777496,0.125675,0.8013793,-0.061168432,-0.54385334,-0.1538518,-0.34049866,0.48415387,0.1580978,0.37593502,0.1065034,0.32943842,-0.34642875,0.31852412,0.00020197593,-0.10658027,0.3651921,-0.24968114,-0.7761047
2011-07-19,-0.57363755,-0.60016763,-0.22594336,0.5177795,0.07501265,-1.0953332,-0.17024173,-0.13837439,0.6241874,0.65387744,-0.3237129,0.6390896,-0.023726027,-0.8431896,-0.43955436,0.7962061,-0.44965076,-0.6443896,0.3818022,-0.42331737,0.40197784,-0.38371184,0.23488435,0.38536805,0.3081799,-0.12714532,0.28162777,-0.16353472,0.06919064,0.4644933,-0.6230056,-0.14426833
2011-07-20,-0.87751746,-1.0281166,0.22637549,0.5441351,-0.18037644,-0.93052465,-0.19905469,-0.06350611,1.0416546,0.49945843,0.18132585,0.3194681,-0.09158764,-0.86984056,-0.34742326,0.9410802,-0.14293207,-0.284594,0.3341211,-0.20091313,0.51041627,-0.28438282,0.5557152,0.18946396,0.541959,-0.46388677,0.14841639,0.30494916,0.21332805,0.17580086,-0.6650962,-0.66500294
2011-07-21,-1.0162601,-0.5239079,-0.25475276,0.3332175,0.075787514,-0.72125405,-0.32202375,-0.10531691,0.6621142,0.6601801,-0.21274039,0.2881454,0.029015638,-0.6716431,-0.85479116,1.2490267,-0.36599666,-0.52591133,0.43121335,-0.36532584,0.46944296,-0.34964517,0.3035134,0.4482088,0.4128666,-0.030991808,-0.0015901458,-0.20035769,0.10266652,0.12767273,-0.9526585,-0.25509948
2011-07-22,-0.8384118,-1.033346,0.022015084,0.4553342,-0.11909649,-0.68148845,0.024317663,-0.16721964,0.9871484,0.5367706,0.18368998,0.123236604,-0.19072668,-0.53967917,-0.677856,1.1332089,-0.025779754,-0.37682393,0.1997647,-0.2241936,0.63009924,-0.34446895,0.54481316,0.2291613,0.5473324,-0.5800107,-0.15664582,0.25752264,0.18670818,0.06931794,-0.58373255,-0.5884619
2011-07-25,-0.6901387,-1.2484813,0.16438884,0.40772265,-0.2022725,-1.0791434,-0.08450507,-0.14771762,0.95006394,0.5996463,0.06843509,0.22087398,-0.115105964,-0.75193274,-0.22380656,1.2254497,-0.0012770295,-0.07351622,0.24362534,-0.09283763,0.5778192,-0.060786366,0.47685772,-0.046908073,0.5316843,-0.50111747,-0.11706956,0.29082993,-0.1733124,0.1944367,-0.25767043,-0.82448304
2011-07-26,-0.7374848,-1.225994,0.63429177,0.4607876,0.06841844,-1.159229,-0.5047003,-0.29683682,0.8340373,0.6042822,-0.19199052,0.35000086,-0.1008761,-0.99327904,0.036985137,0.85807264,-0.06281796,-0.24980061,0.18741502,-0.07080294,0.7697021,0.105773,0.5503069,-0.07019192,0.5957069,-0.5352583,0.086422235,0.38179606,-0.05867465,0.1913651,-0.43896466,-0.86740494
2011-07-27,-0.31464103,-1.2307725,0.40556976,0.3330194,0.6623365,-1.026098,-0.309394,-0.3652635,0.64356965,0.39657846,-0.25618804,0.6147644,0.1667512,-0.57602936,0.18234876,0.65218294,0.32810053,-0.22854345,-0.18392819,-0.26908228,0.5255649,0.12911463,0.2777907,0.055097267,0.1579219,-0.3152295,0.20153044,-0.09880636,-0.23782158,0.57985973,0.07172644,-0.44041407
2011-07-28,-0.5730071,-1.1772572,0.8183358,0.30600017,0.9525399,-0.9093951,-0.7280241,-0.33032432,0.4581663,0.27538612,-0.078396104,0.6213184,0.10199338,-0.6974715,0.031307526,0.48540616,0.026052855,-0.4777453,-0.101466164,-0.22791627,0.6152788,0.08402722,0.5467554,0.14925013,0.31059268,-0.21984863,0.30573142,-0.03749001,-0.044723988,0.19419298,-0.1825101,-0.37088394
2011-07-29,-0.60628563,-1.0865804,0.67372817,0.36047456,0.83565575,-0.94022614,-0.5509467,-0.20649806,0.49982303,0.2219007,-0.11215028,0.51778615,0.02512741,-0.61160135,-0.061029695,0.5212147,-0.029503316,-0.4832133,-0.119737655,-0.26645726,0.6993842,0.09631643,0.5834701,0.13747187,0.30763012,-0.20795527,0.27280116,-0.038917232,-0.13223042,0.14326288,-0.14778827,-0.37773925
2011-08-01,-0.5908535,-0.9931072,0.64455837,0.17247787,0.9088246,-0.7876331,-0.607965,-0.22277132,0.55887336,0.09989232,-0.16044456,0.45796525,0.12263705,-0.63952935,-0.2290594,0.36316732,-0.031561643,-0.61294353,-0.036509693,-0.42022663,0.58240765,-0.10311063,0.58071154,0.2232937,0.3213087,-0.19209522,0.40383166,-0.20364502,-0.1863697,0.17764446,-0.36598235,-0.44110242
2011-08-02,-0.75347435,-0.76594365,0.3753828,-0.01493483,0.8031022,-0.67920285,-0.5341923,-0.07104334,0.59950167,0.3152575,-0.618637,0.49413586,0.14359789,-0.6100338,-0.26967216,0.51158786,0.23947313,-0.3642576,-0.14515036,-0.362253,0.45521796,0.14106987,0.5542592,0.020768985,0.20583272,-0.07916444,0.22648154,-0.17642272,-0.40450412,0.1082807,-0.32538122,-0.54846483
2011-08-03,-0.8269135,-0.68116796,0.44080094,-0.43019837,0.88894945,-0.4102611,-0.71486354,0.12285814,0.6756289,0.22370467,-0.104783885,0.124323204,0.04508534,-0.6003003,-0.7581687,0.63103795,-0.15370364,-0.64955723,0.28049064,-0.3709354,0.14716896,-0.16769561,0.875326,-0.055102512,0.36246386,-0.12033067,0.29631704,0.0070638135,-0.23610684,-0.32595345,-0.61858374,-0.5322727
2011-08-04,-0.5168406,-0.7555946,0.1890803,-0.05453448,0.5834422,-0.858508,-0.36224434,-0.050219003,0.6080053,0.5120229,-0.66224146,0.22430694,0.044088334,-0.5453814,-0.30068955,0.98170197,0.32876888,-0.30489808,-0.30464378,-0.27332985,0.3989302,0.38510764,0.5094559,-0.2845493,0.121463455,-0.24042046,0.050362334,-0.12235859,-0.5744616,0.072321266,-0.014604744,-0.5762439
2011-08-05,-0.2709449,-0.74968773,0.5410896,-0.4198748,0.83534575,-0.7537332,-0.63514423,0.16196483,0.6608139,0.25345096,-0.071245715,0.2493798,-0.042310566,-0.9385722,-0.41816017,0.67298114,-0.078919694,-0.6202909,0.17197272,-0.41060567,0.068797596,-0.0029338822,1.0532689,-0.36398587,0.27932295,-0.11016812,0.36643964,-0.14970396,-0.37616795,-0.12664703,-0.10789208,-0.3414402
2011-08-08,-0.41196042,-0.77200764,0.23118067,0.15364407,0.6526792,-0.86747384,-0.25577095,-0.082285345,0.5623543,0.5785542,-0.63481915,0.14376599,-0.1219754,-0.5073621,-0.34794483,0.9843862,0.22948775,-0.46662664,-0.42481312,-0.2149081,0.6566494,0.37178954,0.60188913,-0.29101545,0.12375988,-0.36308166,-0.053797036,-0.07058038,-0.42235664,0.045796283,0.06913093,-0.45599282
2011-08-09,0.0060824957,-0.68565893,-0.0703457,-0.0256581,0.8251658,-0.8063859,-0.0443669,-0.013423026,0.63543904,0.67962563,-0.50755507,0.32590503,-0.1894281,-0.4620097,-0.5633129,0.8375623,-0.18228762,-0.93534195,-0.15231147,-0.35078436,0.5516012,-0.015210483,0.6333295,-0.17230885,0.1771155,-0.40948203,0.071892604,-0.16870159,-0.16231734,0.08353469,-0.005606666,0.13722095
2011-08-10,-0.45906007,-0.73762685,0.22644655,0.05733925,0.7908733,-0.761936,-0.338243,-0.07230714,0.6014794,0.64579016,-0.60914934,0.20598646,-0.111285515,-0.46577975,-0.42536327,1.086408,0.25331396,-0.5960971,-0.46972016,-0.15121159,0.69792056,0.3605748,0.7023547,-0.28047383,0.19259332,-0.33653903,-0.16461442,-0.06621144,-0.21552236,-0.13742976,-0.024807673,-0.26087683
2011-08-11,-0.13179435,-0.6518755,-0.23005098,-0.19058129,0.7639788,-0.8786971,-0.14544313,0.007144779,0.74101067,0.7591422,-0.39723626,0.2695946,-0.30233383,-0.43047988,-0.6222398,1.1079576,-0.075077504,-0.817256,-0.08691837,-0.21528158,0.4975952,0.08584674,0.7198256,-0.31734788,0.26888433,-0.3632116,-0.15432473,-0.017166384,-0.088675275,-0.14114021,-0.015582785,0.08039582
2011-08-12,-0.6262264,-0.81422836,0.008019533,-0.38679245,0.7257387,-0.5314521,-0.3384697,0.1722392,0.9669653,0.6788277,-0.16879997,0.13658535,-0.21232092,-0.4410811,-0.7388949,1.322645,0.22144288,-0.59088624,-0.13734275,-0.11127935,0.5183273,0.100034714,0.9814768,-0.3852932,0.47436318,-0.27329957,-0.3204511,0.22226791,0.091049895,-0.47590348,-0.21647894,-0.12398174
2011-08-15,-0.66412354,-0.76632667,-0.30058622,-0.53807724,0.4078457,-0.49937505,-0.3014613,0.20864633,1.1112634,0.83228326,-0.059908126,0.17400366,-0.001379028,-0.6123213,-0.6356082,1.4580978,0.11913994,-0.42030424,0.29651028,-0.22771725,-0.004543312,-0.15445408,0.89791316,-0.25572473,0.42097697,-0.065099396,-0.34246722,0.108758464,-0.014073549,-0.16714698,-0.5507824,-0.17058836
2011-08-16,-0.8551014,-0.85127896,-0.09585485,-0.5916575,0.44871053,-0.48326164,-0.36851165,0.16671771,1.0481247,0.6399307,-0.16133058,-0.12693925,-0.105168514,-0.40220782,-0.75533164,1.5273255,0.39591444,-0.5151339,-0.030029356,-0.15326317,0.27512103,0.09510444,0.94451225,-0.4233482,0.49977562,-0.10671327,-0.4993035,0.33037442,0.033428542,-0.5673553,-0.35726163,-0.43536666
2011-08-17,-0.87611413,-0.8772393,-0.07569988,-0.60722,0.35586762,-0.42839038,-0.48344705,0.09351902,1.0550634,0.6738558,0.009580089,-0.11516079,-0.11086278,-0.4862647,-0.83887494,1.4878441,0.3498652,-0.49271077,0.08097186,-0.14426102,0.12891313,-0.10945712,0.99347806,-0.3593849,0.50718015,-0.053778462,-0.47480273,0.35889027,0.10162592,-0.50724876,-0.53465605,-0.598004
2011-08-18,-0.60846585,-0.6859333,0.02100161,-0.33399242,0.41571254,-0.73167896,-0.40082416,-0.17138441,0.6830223,0.6329163,-0.6241771,-0.26050276,-0.16042477,-0.2769428,-0.5670195,1.3736513,0.53391725,-0.45432162,-0.3863143,-0.07287489,0.49715889,0.4309498,0.6371641,-0.47222835,0.30540842,-0.23710528,-0.47197562,0.22891194,-0.22433567,-0.4151132,-0.008601464,-0.7991613
2011-08-19,-0.6537111,-0.63730305,0.18102288,-0.46634108,0.6140978,-0.582904,-0.5143242,-0.10522169,0.7591264,0.5909376,-0.5103763,-0.21999158,-0.28600812,-0.32416,-0.67936623,1.2171571,0.42512017,-0.62620604,-0.35210857,-0.057708696,0.58547395,0.26096362,0.91430324,-0.513203,0.42935205,-0.16548249,-0.44779322,0.38393277,-0.028603388,-0.6460341,-0.15634932,-0.69941807
2011-08-22,-0.57477045,-0.72768176,0.39003637,-0.30410802,0.6833895,-0.55143535,-0.57326144,-0.17334287,0.6107366,0.53821063,-0.5378421,-0.34388387,-0.24140976,-0.26857403,-0.59294635,1.2036564,0.29082513,-0.7009298,-0.48842546,-0.031314053,0.7868812,0.31451818,0.88752407,-0.5433887,0.40945917,-0.20142132,-0.41463578,0.35660303,-0.043319754,-0.6727804,-0.09850149,-0.7279799
2011-08-23,-0.3471411,-0.58080184,-0.042261377,-0.45652786,0.7071825,-0.628416,-0.39144823,-0.10151008,0.6881718,0.77731544,-0.66053206,-0.26508766,-0.16077954,-0.23609222,-0.55786574,1.3365332,0.16073945,-0.7531971,-0.33001018,-0.15925108,0.53113335,0.17561245,0.8134812,-0.43870378,0.33808205,-0.10885013,-0.36635602,0.26335725,-0.111150324,-0.43935686,-0.10376012,-0.31891286
2011-08-24,-0.49375823,-0.8222961,0.1630542,-0.4214277,0.59761137,-0.6165056,-0.4652611,-0.01729656,0.6989788,0.6917707,-0.47937107,-0.42128748,-0.04128114,-0.20155491,-0.48548535,1.5472635,0.28740814,-0.61537087,-0.425424,-0.0841987,0.62134486,0.31214836,0.88474405,-0.54748905,0.3832697,-0.08090747,-0.48776323,0.3334084,-0.03875456,-0.5716058,-0.06217363,-0.42939463
2011-08-25,-0.721919,-0.76736575,0.097934,-0.64816284,0.33993563,-0.6756869,-0.5679377,0.072770186,0.74588186,0.6624527,-0.43955475,-0.4833269,0.025034308,-0.35218564,-0.5207534,1.5776806,0.42932594,-0.33953112,-0.20962226,-0.1372182,0.3784874,0.3301032,0.9098613,-0.6218242,0.36792183,0.024794057,-0.5426926,0.35705027,-0.1912024,-0.54605824,-0.28538704,-0.7455174
2011-08-26,-0.60472524,-0.78598094,-0.13521886,-0.5870133,0.39291814,-0.7699958,-0.537222,0.05327099,0.736063,0.7244875,-0.3730106,-0.44167256,0.077739775,-0.42365777,-0.6200963,1.6282686,0.29196027,-0.5555748,-0.19951689,-0.17837757,0.28849813,0.1185279,0.82341015,-0.48621154,0.36782745,0.059343677,-0.48242292,0.25692844,-0.0814178,-0.39064488,-0.39971954,-0.497703
2011-08-29,-0.6700901,-0.81004316,-0.36940905,-0.47131756,0.36592367,-0.745693,-0.35797262,0.04211148,0.9359602,0.83899355,-0.35047558,-0.39579797,-0.005589016,-0.3229987,-0.65323263,1.6893896,0.26081786,-0.49325222,-0.1168548,-0.10352494,0.29573223,0.01781684,0.7396049,-0.3973086,0.35766396,0.0072207227,-0.62075174,0.38143405,-0.05797586,-0.34511814,-0.39776993,-0.37027872
2011-08-30,-0.8178436,-1.0103133,-0.043607764,-0.40425012,0.3087155,-0.7063675,-0.48361537,-0.019228388,0.7853602,0.62028676,-0.24429038,-0.66097885,0.024085023,-0.21854916,-0.7176877,1.746276,0.4282084,-0.5665925,-0.33940297,-0.06398943,0.46171832,0.20996481,0.78432596,-0.51310927,0.4332155,-0.036697827,-0.726836,0.54131955,0.12034515,-0.59839463,-0.3847637,-0.589174
2011-08-31,-0.8838602,-0.7031604,-0.17732781,-0.46893954,0.028838601,-0.80560863,-0.5314548,0.10444586,0.74111044,0.79340476,-0.4640661,-0.84895897,-0.014646456,-0.4935129,-0.87838656,1.8122994,0.3833434,-0.47328967,-0.21243164,-0.0823718,0.51411825,0.29673353,0.88074166,-0.6634271,0.48861375,0.07921195,-0.75520545,0.48713356,0.07117598,-0.650373,-0.58134764,-0.69028986
2011-09-01,-0.8850427,-0.7129099,-0.15016402,-0.3511434,0.0015701177,-0.847219,-0.5152224,-0.047517207,0.7011879,0.8030573,-0.57490045,-0.6978653,0.13503051,-0.6086482,-0.5816069,1.6946396,0.541733,-0.29178837,-0.24593431,-0.13152523,0.47644937,0.40356213,0.673133,-0.53041303,0.43060416,0.04201656,-0.6551354,0.3160084,-0.044027425,-0.3912623,-0.6421379,-0.7768755
2011-09-02,-0.67799866,-0.85597783,-0.045432173,-0.3001929,0.41393515,-0.7921771,-0.44333443,-0.13196789,0.69962484,0.65033543,-0.67328274,-0.5538504,0.18958554,-0.29199246,-0.42586395,1.4882885,0.65030617,-0.31815836,-0.48135945,-0.16749786,0.50550765,0.42041418,0.54459125,-0.4988597,0.29836226,-0.05101473,-0.5350968,0.2898487,-0.16729043,-0.2724626,-0.33823335,-0.6036227
2011-09-06,-0.5900017,-0.8692848,0.08160001,-0.20745516,0.50010324,-1.0374665,-0.6136539,-0.22883895,0.536113,0.5274491,-0.5125349,-0.5131886,-0.014772192,-0.37260836,-0.37143075,1.334508,0.5497255,-0.47348285,-0.5494796,-0.11029731,0.6172298,0.49299183,0.6528712,-0.6131885,0.35440728,-0.113758154,-0.50032276,0.39207318,-0.015806546,-0.34062085,-0.20464464,-0.6551726
2011-09-07,-0.40377215,-0.71949,-0.30053782,-0.16184326,0.61775285,-0.9596049,-0.4183232,-0.20784983,0.6512539,0.75076294,-0.6274988,-0.27305597,-0.04423009,-0.26554477,-0.45655024,1.3206356,0.3524466,-0.5584392,-0.51442707,-0.19122767,0.5933605,0.24715331,0.5268708,-0.41287887,0.27873152,-0.10621264,-0.41737062,0.2803824,0.01994909,-0.17379911,-0.24625054,-0.23346919
2011-09-08,-0.67476034,-0.9031243,-0.120467424,0.04306671,0.4845865,-0.9975151,-0.48623648,-0.22243503,0.7293711,0.57855296,-0.47858235,-0.1745656,0.15232918,-0.319566,-0.25683233,1.3019606,0.624966,-0.31375703,-0.72309136,-0.18983248,0.6704584,0.44013616,0.40651146,-0.30296782,0.24518016,-0.12570497,-0.37981072,0.22459838,0.08815531,-0.089891665,-0.3127532,-0.38273805
2011-09-09,-0.629931,-0.81638014,-0.05860576,-0.09677869,0.5416607,-0.8795868,-0.43350834,-0.16766049,0.6015215,0.55144536,-0.6756108,-0.20658009,0.09268488,-0.25345775,-0.26117507,1.2504865,0.5992559,-0.36492163,-0.8430562,-0.14512156,0.69707304,0.55930233,0.46388972,-0.45004886,0.23420033,-0.16062397,-0.3745537,0.13959035,-0.22266866,-0.17784882,-0.14366986,-0.5743536
2011-09-12,-0.53115165,-0.9177921,0.03857035,-0.15119515,0.6882125,-0.98536605,-0.6628586,-0.12619096,0.6643576,0.5704054,-0.34136897,-0.10533686,0.027434133,-0.35221142,-0.27399415,1.1908699,0.42600775,-0.4602,-0.69581497,-0.11330634,0.6549554,0.44415027,0.6623842,-0.50079054,0.28369105,-0.07001216,-0.29824033,0.22065213,0.01243389,-0.28194484,-0.15374698,-0.4193388
2011-09-13,-0.5754405,-0.89633113,-0.05684042,-0.3538076,0.70602286,-0.7809684,-0.56300575,-0.025041308,0.8778264,0.59134555,-0.20852289,-0.07290387,-0.056279205,-0.33201578,-0.38348457,1.0903316,0.51713014,-0.41442826,-0.5283927,-0.09243357,0.39819413,0.3059347,0.80217284,-0.51044077,0.32913888,-0.07204082,-0.3366697,0.32266983,0.041576907,-0.32772854,-0.22016633,-0.43575215
2011-09-14,-0.41208953,-0.4889131,-0.20693481,-0.2617156,0.33369452,-1.0360172,-0.66809565,-0.030152451,0.37819594,0.7903865,-0.6683384,-0.35619986,0.019271255,-0.6971459,-0.48308212,1.1912519,0.42550474,-0.5059039,-0.7024404,-0.20229498,0.5313743,0.570589,0.6621919,-0.64349824,0.25240037,0.06465441,-0.2553378,-0.050958402,-0.1191044,-0.12387307,-0.34759834,-0.54433084
2011-09-15,-0.45695394,-0.5773963,-0.3332398,-0.24677517,0.27044213,-0.8539271,-0.43384373,0.048376128,0.632511,0.8872245,-0.60577214,-0.42536497,0.049519807,-0.559859,-0.4840937,1.3604268,0.46123177,-0.37961787,-0.62431705,-0.17148818,0.4754759,0.4259649,0.7205078,-0.55625594,0.25464627,0.05055015,-0.4418394,0.124392495,-0.04466956,-0.1557304,-0.36936727,-0.43927804
2011-09-16,-0.8805926,-0.77306366,-0.016472831,-0.17190516,0.21024019,-0.63824636,-0.6586269,-0.12328784,0.64559764,0.7403606,-0.43944904,-0.3910334,0.07988109,-0.58844554,-0.58040726,1.456325,0.45378697,-0.2851855,-0.49358323,-0.092457324,0.58313507,0.33835366,0.67428726,-0.3733728,0.32994443,0.037993625,-0.500675,0.1848209,-0.019341344,-0.3749028,-0.65244824,-0.866318
2011-09-19,-0.7194551,-0.7115781,-0.0774861,-0.2680316,0.12625319,-0.80775434,-0.49486086,-0.17282942,0.66358405,0.7331184,-0.49955305,-0.40769035,0.014090247,-0.5352175,-0.48918286,1.3795661,0.69772804,-0.1991558,-0.5674647,-0.11583923,0.6000536,0.47513062,0.6273286,-0.46454668,0.24966574,-0.0649514,-0.54112417,0.20362435,-0.110688716,-0.3022055,-0.44695532,-0.9451182
